ID,Bro Type,Headwear,Clothes,Eyes,Eyewear,Mouth Items,Background,DI Score,Surprisal Score,Additive Ratity,DI Score Tiers
3271,Different Bro,Bucket Hat,Red Shirt,Normal Eyes,None,None,Camouflage Green,17.60784975,15.56918813,209.9,Common
646,Different Bro,Slick Back Hair,Woolen Shirt,Sleepy Eyes,Gojo Satoru,None,Camouflage Green,17.60036851,22.30434549,132.52,Common
6315,Robo Bro,None,Fur Coat,No Sleep,Thug Life Glass,None,Teal Blue,17.59649186,18.57411983,133.42,Common
1497,Different Bro,None,White Puffer Jacket,Normal Eyes,Gojo Satoru,None,Camouflage Green,17.59417485,17.57959359,168.85,Common
2618,Bro,Bandana,None,Wtf Eyes,Flattened,None,Purple Navy,17.59303382,16.55887755,165.28,Common
3637,Different Bro,Blond Hair,Warm Coat,Normal Eyes,Gojo Satoru,None,Rose Taupe,17.59302405,19.26577498,157.21,Common
362,Bro,Slick Back Hair,Light Brown Fash Hoodie,No Sleep,None,None,Dark Lavender,17.58885079,16.01550208,192.59,Common
658,Bro,Blond Hair,Gray Shirt,Wtf Eyes,Eye Patch,None,Camouflage Green,17.58858675,17.86940961,151.33,Common
130,Different Bro,Mexican Hat,Normal Jacket,Normal Eyes,Eye Patch,None,Rose Taupe,17.57683705,17.82153435,161.86,Common
3266,Different Bro,None,Gray Shirt,Wtf Eyes,None,None,Rose Taupe,17.57467,12.60807245,212.57,Common
2769,Different Bro,None,Gray Shirt,Wtf Eyes,None,None,Purple Navy,17.57467,12.60807245,212.24,Common
832,Bro,None,Jedi Robe,Wtf Eyes,None,None,Rose Taupe,17.57055847,13.70052311,213.26,Common
1542,Bro,Slick Back Hair,Grey Zipper Hoodie,Wtf Eyes,None,None,Rose Taupe,17.56938868,14.7735243,202.76,Common
858,Bro,Slick Back Hair,Grey Zipper Hoodie,Wtf Eyes,None,None,Middle Green,17.56938868,14.7735243,203.18,Common
99,Bro,Arabian Robe,Purple Bomber,Wtf Eyes,None,None,Middle Green,17.56823309,16.56741412,199.07,Common
2927,Different Bro,Folded Brim,None,Small Eyes,Thug Life Glass,None,Purple Navy,17.56685035,17.15791931,157.33,Common
4688,Bro,Split Hair,None,Normal Eyes,Gojo Satoru,None,Camouflage Green,17.56551979,16.87855258,178.27,Common
487,Different Bro,None,None,Happy Eyes,Gojo Satoru,None,Middle Green,17.56350475,16.42601009,167.38,Common
323,Bro,Slick Back Hair,Purple Bomber,Wtf Eyes,None,None,Rose Taupe,17.56096662,15.74357107,200.66,Common
2600,Bro,Mexican Hat,None,Sus Eyes,None,None,Purple Navy,17.55532565,14.39180991,210.83,Common
6408,Robo Bro,Head Band,Fur Coat,Wtf Eyes,None,None,Purple Navy,17.5516535,16.85327741,189.14,Common
2555,Different Bro,Split Hair,Ken's Jacket,Normal Eyes,Thug Life Glass,None,Camouflage Green,17.55120347,18.31055993,159.61,Common
5894,Robo Bro,Folded Brim,None,Wtf Eyes,Thug Life Glass,None,Rose Taupe,17.54679668,16.9314011,157.21,Common
4315,Bro,None,Light Brown Fash Hoodie,No Sleep,None,None,Middle Green,17.54041426,14.14018156,208.01,Common
4953,Different Bro,Split Hair,Blue Puffer Jacket,Wtf Eyes,None,None,Middle Green,17.53120453,16.0994039,195.95,Common
3414,Different Bro,Split Hair,None,No Sleep,Eye Patch,None,Purple Navy,17.51411038,17.46268034,155.08,Common
4272,Different Bro,Russian Hat,Woolen Shirt,Normal Eyes,Eye Patch,None,Dark Lavender,17.51251373,19.68139763,154.09,Common
162,Bro,Old School Helmet,Dutch White Robe,Sleepy Eyes,None,None,Dark Lavender,17.5012848,17.84091472,188.54,Common
874,Different Bro,Bandana,None,Small Eyes,Thug Life Glass,None,Middle Green,17.5008479,16.68843402,159.13,Common
6379,Robo Bro,Mexican Hat,Jedi Robe,Small Eyes,None,Low Beard,Russian Green,17.49990996,23.85012616,97.99,Common
224,Bro,Split Hair,Gray Shirt,Wtf Eyes,None,None,Middle Green,17.49652094,14.71838274,203.81,Common
1977,Different Bro,Blue Cap,Light Brown Fash Hoodie,Normal Eyes,None,None,Dark Lavender,17.4947056,15.20355044,208.28,Common
1456,Different Bro,Russian Hat,Normal Soldier Outfit,Sus Eyes,None,None,Middle Green,17.49320516,17.48813756,188.36,Common
4091,Bro,Mexican Hat,None,Normal Eyes,None,None,Rose Taupe,17.48804887,12.50641304,233.39,Common
3246,Bro,Mexican Hat,None,Normal Eyes,None,None,Camouflage Green,17.48804887,12.50641304,233.06,Common
5389,Mummy Bro,Head Band,Dutch White Robe,Happy Eyes,None,Gas Mask,Camouflage Green,17.48260943,23.63846237,114.1,Common
2442,Different Bro,Old Bucket Hat,Normal Jacket,No Sleep,None,None,Rose Taupe,17.47347532,15.88147275,192.83,Common
1042,Different Bro,Folded Brim,Light Brown Fash Hoodie,Normal Eyes,None,None,Middle Green,17.47155527,15.15518742,211.46,Common
622,Different Bro,Red Beanie,Jedi Robe,Normal Eyes,None,None,Purple Navy,17.4704366,15.98080785,209.24,Common
384,Different Bro,Mexican Hat,None,Sleepy Eyes,None,None,Middle Green,17.46943468,14.70114066,206.78,Common
3836,Different Bro,Mexican Hat,Blue Puffer Jacket,Normal Eyes,Nerd,None,Purple Navy,17.46419276,19.04859459,157.6,Common
2246,Different Bro,Red Beanie,Red Shirt,Normal Eyes,Nerd,None,Dark Lavender,17.46417978,19.3097907,154.81,Common
871,Bro,Blond Hair,Normal Soldier Outfit,No Sleep,Eye Patch,None,Dark Lavender,17.44646817,20.00110533,138.85,Common
5401,Mummy Bro,None,Normal Soldier Outfit,Wtf Eyes,Thug Life Glass,Gum,Purple Navy,17.4323435,21.83500784,83.91,Common
212,Bro,Purple Bandana,Tank Top,Wtf Eyes,None,None,Middle Green,17.43212608,14.97972827,202.97,Common
1952,Bro,Old School Helmet,Tank Top,No Sleep,None,None,Purple Navy,17.42316054,16.29158818,194.93,Common
888,Different Bro,Split Hair,Thug Jacket,Normal Eyes,None,None,Purple Navy,17.42174178,15.05323372,210.92,Common
84,Different Bro,Red Beanie,Grey Zipper Hoodie,Normal Eyes,None,None,Rose Taupe,17.42083029,15.17848852,211.4,Common
127,Different Bro,Old School Helmet,Jedi Robe,Normal Eyes,None,None,Rose Taupe,17.42073264,15.87697204,209.72,Common
2044,Bro,None,Dutch White Robe,Sleepy Eyes,Thug Life Glass,None,Dark Lavender,17.41899898,17.9655942,152.32,Common
2164,Different Bro,Blond Hair,Blue Puffer Jacket,Wtf Eyes,None,None,Camouflage Green,17.40993716,15.78273153,196.01,Common
1053,Bro,Purple Bandana,Grey Zipper Hoodie,Sleepy Eyes,Thug Life Glass,None,Purple Navy,17.40968823,19.37708128,142.99,Common
301,Bro,Mexican Hat,White Striped Shirt,Normal Eyes,None,None,Dark Lavender,17.40828352,15.22290516,212.33,Common
1513,Different Bro,Bandana,Jedi Robe,Normal Eyes,Eye Patch,None,Middle Green,17.40633249,18.53731635,159.22,Common
5642,Mummy Bro,Derby Hat,Pepe Shirt,T800,None,None,Dark Lavender,17.40575296,18.6166,182.27,Common
2737,Different Bro,Flat Cap,Warm Coat,Happy Eyes,Thug Life Glass,None,Rose Taupe,17.40421057,19.70529334,139.78,Common
4635,Bro,Folded Brim,Black Shirt,No Sleep,None,None,Middle Green,17.4028955,16.39701989,194.75,Common
3225,Different Bro,Russian Hat,Black Shirt,Normal Eyes,None,Oni Mask,Camouflage Green,17.40149269,20.74332393,137.47,Common
4971,Different Bro,None,Thug Jacket,Normal Eyes,Eye Patch,None,Camouflage Green,17.40074778,16.16018561,172.03,Common
137,Different Bro,Old School Helmet,Ken's Jacket,Normal Eyes,None,None,Camouflage Green,17.39916209,15.82513311,209.48,Common
936,Bro,Purple Bandana,Woolen Shirt,Happy Eyes,Thug Life Glass,None,Dark Lavender,17.37568749,20.46907014,139.75,Common
1387,Bro,Head Band,White Striped Shirt,Wtf Eyes,Flattened,None,Middle Green,17.3711799,19.31013509,147.55,Common
2055,Bro,None,Normal Soldier Outfit,Wtf Eyes,None,None,Camouflage Green,17.36277289,13.66575769,212.99,Common
3025,Different Bro,Slick Back Hair,None,Wtf Eyes,None,None,Purple Navy,17.35758425,12.68598085,215.36,Common
6390,Robo Bro,Derby Hat,None,No Sleep,None,None,Rose Taupe,17.35750487,14.7908682,201.56,Common
6229,Robo Bro,Red Beanie,Warm Coat,No Sleep,Thug Life Glass,None,Rose Taupe,17.3518292,20.6501377,132.34,Common
375,Bro,Afro,None,Normal Eyes,Eye Mask,Beard,Middle Green,17.35040453,21.9590305,106.05,Common
4159,Bro,Head Band,Gray Shirt,Normal Eyes,Thug Life Glass,None,Rose Taupe,17.34593055,16.60791931,168.49,Common
1481,Bro,Derby Hat,None,Normal Eyes,None,None,Rose Taupe,17.3419052,12.28112072,233.75,Common
4694,Bro,None,Tank Top,No Sleep,Thug Life Glass,None,Rose Taupe,17.34087473,16.41626766,159.04,Common
6317,Robo Bro,Arabian Robe,Golden Jacket,Wtf Eyes,None,None,Camouflage Green,17.33387177,18.07531445,187.28,Common
2257,Bro,Flat Top Hairstyle,Fur Coat,Normal Eyes,None,None,Purple Navy,17.33382047,15.25163688,214.7,Common
62,Different Bro,Blonde Hair,Normal Jacket,Wtf Eyes,None,None,Purple Navy,17.33297774,15.35992786,198.41,Common
4506,Different Bro,Folded Brim,Jedi Robe,Sus Eyes,None,None,Purple Navy,17.32627852,17.42449928,187.73,Common
351,Bro,Derby Hat,Winter Soldier,Normal Eyes,None,Oni Mask,Dark Lavender,17.32172506,20.77581474,138.88,Common
3433,Bro,Arabian Robe,Gray Shirt,Wtf Eyes,None,None,Rose Taupe,17.31789674,15.05679896,202.7,Common
5884,Robo Bro,Bandana,Warm Coat,Wtf Eyes,Thug Life Glass,None,Teal Blue,17.31708963,18.91537353,128.65,Common
5969,Robo Bro,Blonde Hair,Pepe Shirt,No Sleep,Nerd,None,Rose Taupe,17.31697714,22.34583009,128.77,Common
308,Bro,Slick Back Hair,Gray Shirt,Wtf Eyes,None,None,Rose Taupe,17.31063027,14.23295591,204.71,Common
567,Different Bro,None,None,Wtf Eyes,None,None,Camouflage Green,17.30914772,10.81066033,227.69,Common
6208,Robo Bro,Head Band,Fur Coat,No Sleep,None,None,Camouflage Green,17.30895577,17.67685085,182.72,Common
5275,Mummy Bro,None,Yellow Shirt,Normal Eyes,Dbz Glass,None,Camouflage Green,17.30225475,19.51440528,166.93,Common
1992,Different Bro,Old Bucket Hat,Grey Zipper Hoodie,Sus Eyes,None,None,Purple Navy,17.28430308,16.63812149,189.53,Common
2907,Bro,None,Grey Zipper Hoodie,No Sleep,None,None,Camouflage Green,17.27825442,13.72177721,208.34,Common
185,Different Bro,Derby Hat,White Puffer Jacket,Sleepy Eyes,None,None,Dark Lavender,17.27379702,17.28719965,185.45,Common
6109,Robo Bro,Flat Top Hairstyle,Fur Coat,Wtf Eyes,Nerd,None,Teal Blue,17.26805588,20.30155919,125.23,Common
4984,Bro,Afro,Purple Bomber,Sleepy Eyes,Gojo Satoru,None,Rose Taupe,17.26249377,22.32726763,136.12,Common
3955,Different Bro,Blue Cap,Ken's Jacket,Normal Eyes,None,None,Camouflage Green,17.26058153,15.53562649,209.96,Common
1111,Different Bro,None,White Puffer Jacket,Wtf Eyes,None,None,Rose Taupe,17.25965373,13.62201164,209.42,Common
704,Bro,Blue Cap,Coat,Sus Eyes,Thug Life Glass,None,Purple Navy,17.25910177,19.7699482,142.24,Common
2986,Different Bro,Flat Cap,Grey Zipper Hoodie,Normal Eyes,None,None,Dark Lavender,17.25649915,14.83518677,209.27,Common
338,Bro,Purple Bandana,Fur Coat,Normal Eyes,Flattened,None,Purple Navy,17.2553949,19.28523352,160.54,Common
135,Bro,None,Light Brown Fash Hoodie,Normal Eyes,Thug Life Glass,None,Dark Lavender,17.2385241,15.36729949,176.05,Common
975,Different Bro,Blond Hair,Black Shirt,Wtf Eyes,None,None,Purple Navy,17.23471359,15.23364607,197.33,Common
2831,Bro,Split Hair,None,Wtf Eyes,None,None,Purple Navy,17.23099867,12.92097062,218.51,Common
5868,Robo Bro,Flat Cap,Jedi Robe,No Sleep,Eye Patch,None,Russian Green,17.22256207,21.36451576,118.63,Common
2529,Bro,Chinese Hat,None,Normal Eyes,None,None,Middle Green,17.20943154,13.1015713,233.09,Common
2279,Bro,Head Band,Dutch White Robe,Sus Eyes,Nerd,None,Middle Green,17.20576812,20.37317979,141.34,Common
4437,Bro,None,None,Wtf Eyes,Thug Life Glass,Mask,Purple Navy,17.20294723,19.14320155,107.52,Common
192,Different Bro,Bucket Hat,Purple Bomber,Wtf Eyes,Eye Mask,None,Middle Green,17.20275938,21.05606856,139.9,Common
2493,Different Bro,Flat Top Hairstyle,Red Shirt,Small Eyes,Flattened,None,Rose Taupe,17.20100415,20.65023296,136.54,Common
1754,Bro,None,Blue Puffer Jacket,Wtf Eyes,Eye Patch,None,Camouflage Green,17.19773427,16.95591874,160.78,Common
4416,Bro,Blond Hair,Pepe Shirt,Happy Eyes,None,None,Middle Green,17.19748391,17.22189462,194.63,Common
1426,Bro,Bandana,Tank Top,No Sleep,None,None,Middle Green,17.1954272,15.48423326,197.3,Common
324,Bro,Head Band,Black Shirt,No Sleep,None,None,Rose Taupe,17.19480449,15.96230003,195.29,Common
5694,Mummy Bro,Brown Hat,Golden Jacket,Wtf Eyes,None,None,Teal Blue,17.19393464,17.94840233,179.9,Common
724,Different Bro,None,Thug Jacket,Normal Eyes,None,None,Rose Taupe,17.18741459,12.69248638,224.9,Common
998,Different Bro,Blond Hair,Thug Jacket,Sleepy Eyes,Eye Patch,None,Camouflage Green,17.18271715,20.14855116,136.63,Common
1315,Bro,None,Grey Zipper Hoodie,Sleepy Eyes,Thug Life Glass,Oni Mask,Camouflage Green,17.1744335,22.7603926,82.89,Common
751,Different Bro,Bandana,Ken's Jacket,Normal Eyes,None,None,Dark Lavender,17.17142875,15.01777818,208.76,Common
6242,Robo Bro,Derby Hat,Black Shirt,No Sleep,None,None,Camouflage Green,17.17001091,17.16977897,183.71,Common
80,Different Bro,Flat Top Hairstyle,Black Shirt,Happy Eyes,Thug Life Glass,None,Middle Green,17.16569085,19.18215632,141.34,Common
4219,Bro,Purple Bandana,Black Shirt,No Sleep,Flattened,None,Purple Navy,17.15684329,20.08043018,140.59,Common
134,Different Bro,Purple Bandana,Grey Zipper Hoodie,Normal Eyes,None,None,Rose Taupe,17.13739413,14.58636622,212.42,Common
5158,Mummy Bro,Kermit Hat,Tank Top,T800,None,None,Dark Lavender,17.13402142,17.71179673,185.21,Common
3791,Bro,Head Band,Dutch White Robe,Sleepy Eyes,None,None,Rose Taupe,17.13146289,17.06832521,192.74,Common
1232,Bro,Blue Cap,Purple Bomber,Normal Eyes,Eye Patch,None,Rose Taupe,17.12498064,18.97245505,161.86,Common
1031,Different Bro,Arabian Robe,None,No Sleep,None,None,Dark Lavender,17.12215299,14.33339733,204.59,Common
143,Bro,Blond Hair,None,Wtf Eyes,None,None,Middle Green,17.10973129,12.60429825,220.07,Common
4578,Different Bro,Derby Hat,Winter Soldier,Normal Eyes,None,None,Camouflage Green,17.10504163,15.15904489,210.77,Common
6247,Robo Bro,Chinese Hat,Fur Coat,Small Eyes,None,None,Camouflage Green,17.10196368,18.85728808,181.73,Common
4959,Different Bro,Bandana,Purple Bomber,Small Eyes,None,None,Dark Lavender,17.10084573,16.89959976,187.55,Common
4210,Bro,Derby Hat,Warm Coat,Happy Eyes,None,None,Dark Lavender,17.0980365,16.39234625,192.53,Common
4160,Bro,Bandana,Light Brown Fash Hoodie,Normal Eyes,None,None,Camouflage Green,17.09307657,14.43526508,216.23,Common
3262,Different Bro,Flat Top Hairstyle,Tank Top,No Sleep,Nerd,None,Purple Navy,17.08221727,19.21771751,139.63,Common
3099,Bro,Derby Hat,Tank Top,Sus Eyes,None,None,Dark Lavender,17.08022217,16.10212701,192.83,Common
3379,Bro,Russian Hat,Normal Soldier Outfit,Small Eyes,None,None,Camouflage Green,17.07932693,17.01455883,193.46,Common
933,Different Bro,Blue Cap,Normal Soldier Outfit,Normal Eyes,None,None,Rose Taupe,17.0743665,15.5527,210.26,Common
909,Different Bro,Blue Cap,Normal Soldier Outfit,Normal Eyes,None,None,Middle Green,17.0743665,15.5527,210.68,Common
1278,Different Bro,None,None,No Sleep,None,None,Rose Taupe,17.06644999,11.63423376,221.6,Common
2240,Bro,Blond Hair,White Puffer Jacket,Wtf Eyes,None,None,Dark Lavender,17.0602373,15.41564956,198.38,Common
805,Different Bro,Head Band,Purple Bomber,Sus Eyes,None,None,Purple Navy,17.06015913,17.15750686,188.42,Common
3691,Different Bro,Russian Hat,None,Normal Eyes,None,None,Purple Navy,17.05982696,12.49720627,229.01,Common
6201,Robo Bro,Derby Hat,None,Normal Eyes,Thug Life Glass,None,Rose Taupe,17.0556147,16.01798613,172.69,Common
4516,Bro,None,Thug Jacket,Small Eyes,Eye Patch,None,Purple Navy,17.05414633,17.57200376,155.65,Common
4348,Bro,Arabian Robe,None,Wtf Eyes,None,None,Purple Navy,17.05237447,13.25938684,217.82,Common
727,Bro,Mexican Hat,Normal Jacket,Normal Eyes,None,None,Rose Taupe,17.05102761,14.10339806,218.87,Common
4950,Different Bro,Russian Hat,Blue Puffer Jacket,Normal Eyes,None,None,Camouflage Green,17.04755657,15.4252025,210.17,Common
1665,Bro,Bucket Hat,Jedi Robe,Sus Eyes,None,None,Purple Navy,17.04484511,17.23891337,192.08,Common
4420,Different Bro,None,Fur Coat,Sus Eyes,None,None,Dark Lavender,17.04478443,15.10334475,199.13,Common
2461,Different Bro,Flat Top Hairstyle,Grey Zipper Hoodie,Normal Eyes,None,None,Camouflage Green,17.04176878,14.38659671,212.54,Common
1496,Different Bro,Flat Top Hairstyle,Grey Zipper Hoodie,Normal Eyes,None,None,Dark Lavender,17.04176878,14.38659671,210.2,Common
254,Different Bro,Slick Back Hair,None,Wtf Eyes,Nerd,None,Rose Taupe,17.03352227,16.04972912,163.54,Common
1951,Different Bro,Old School Helmet,Gray Shirt,Happy Eyes,None,None,Rose Taupe,17.03220383,16.19185213,192.68,Common
4899,Different Bro,None,Gray Shirt,Normal Eyes,Thug Life Glass,None,Camouflage Green,17.0300821,14.65876381,176.95,Common
389,Different Bro,None,Gray Shirt,Normal Eyes,Thug Life Glass,None,Middle Green,17.0300821,14.65876381,177.7,Common
510,Different Bro,Head Band,Ken's Jacket,Normal Eyes,None,None,Middle Green,17.02934018,15.0525436,211.76,Common
4869,Bro,None,Gray Shirt,No Sleep,None,None,Purple Navy,17.01949601,13.18120883,210.29,Common
982,Different Bro,None,White Puffer Jacket,No Sleep,None,None,Purple Navy,17.016956,14.44558507,202.67,Common
891,Different Bro,Mexican Hat,White Striped Shirt,Normal Eyes,None,Mask,Dark Lavender,17.01117474,20.95945894,134.23,Common
776,Bro,Derby Hat,White Striped Shirt,Happy Eyes,Flattened,None,Rose Taupe,17.00792484,20.48920779,140.83,Common
612,Bro,Russian Hat,Purple Bomber,Sus Eyes,Nerd,None,Rose Taupe,17.00642412,20.80394165,139.93,Common
5930,Robo Bro,Russian Hat,None,Wtf Eyes,None,None,Purple Navy,17.0056481,13.93294326,207.71,Common
2768,Bro,Derby Hat,Blue Puffer Jacket,Sleepy Eyes,None,None,Middle Green,16.99854437,17.15340752,192.77,Common
332,Bro,None,None,Wtf Eyes,None,None,Rose Taupe,16.99667147,10.56022328,232.49,Common
3056,Different Bro,Flat Top Hairstyle,Normal Jacket,Normal Eyes,Thug Life Glass,None,Dark Lavender,16.99632763,16.74246278,162.07,Common
1143,Different Bro,None,Gray Shirt,Small Eyes,Thug Life Glass,None,Purple Navy,16.99595691,16.32101901,156.1,Common
6365,Robo Bro,Chinese Hat,None,Sus Eyes,Thug Life Glass,None,Middle Green,16.99041782,18.72383359,149.8,Common
6164,Robo Bro,None,Light Brown Fash Hoodie,Sus Eyes,Gojo Satoru,None,Middle Green,16.98275859,19.79959083,141.91,Common
6023,Robo Bro,Flat Cap,Golden Jacket,Sus Eyes,Eye Patch,None,Dark Lavender,16.98184948,22.41579294,125.83,Common
1673,Different Bro,None,Tank Top,Wtf Eyes,None,None,Dark Lavender,16.98018791,12.74626974,209.33,Common
3159,Different Bro,Old School Helmet,None,Happy Eyes,Eye Patch,None,Camouflage Green,16.98001475,17.86213925,155.26,Common
5904,Robo Bro,Derby Hat,None,Happy Eyes,Thug Life Glass,None,Rose Taupe,16.97545061,17.67575394,151.87,Common
64,Bro,Derby Hat,Normal Jacket,Sus Eyes,None,None,Purple Navy,16.97216072,15.76350263,196.67,Common
1931,Bro,Mexican Hat,Black Shirt,Sleepy Eyes,None,None,Dark Lavender,16.96946447,16.82961437,190.64,Common
1162,Different Bro,Russian Hat,Blue Puffer Jacket,Happy Eyes,None,None,Rose Taupe,16.96739248,17.08297031,189.68,Common
263,Different Bro,Folded Brim,None,Sus Eyes,Eye Patch,None,Purple Navy,16.96572471,17.75189868,154.42,Common
71,Different Bro,Bandana,Purple Bomber,Normal Eyes,Flattened,None,Rose Taupe,16.96092,19.0711717,157.36,Common
5102,Bro,Folded Brim,Winter Soldier,Wtf Eyes,Nerd,None,Middle Green,16.95968537,19.18577108,148.36,Common
616,Different Bro,Bandana,Gray Shirt,Sus Eyes,None,None,Purple Navy,16.95191135,15.61212628,192.56,Common
712,Different Bro,Flat Top Hairstyle,Winter Soldier,Sus Eyes,Thug Life Glass,None,Camouflage Green,16.95128584,19.65836175,138.52,Common
823,Different Bro,Blue Cap,Jedi Robe,Sleepy Eyes,None,None,Camouflage Green,16.95106163,17.53175599,187.31,Common
756,Different Bro,Folded Brim,Gray Shirt,Normal Eyes,None,None,Purple Navy,16.95063702,14.19621469,213.74,Common
4070,Bro,Red Beanie,Normal Soldier Outfit,Normal Eyes,None,None,Dark Lavender,16.95017477,15.69560538,211.43,Common
110,Different Bro,Flat Cap,None,Normal Eyes,Eye Patch,None,Purple Navy,16.94555166,15.96490551,176.47,Common
6300,Robo Bro,Split Hair,None,Wtf Eyes,Thug Life Glass,None,Russian Green,16.94470817,16.65783603,146.56,Common
1938,Bro,Flat Cap,Grey Zipper Hoodie,Normal Eyes,None,None,Camouflage Green,16.9440229,14.58474972,216.08,Common
3406,Bro,Old Bucket Hat,Ken's Jacket,Normal Eyes,None,None,Rose Taupe,16.93258581,15.25276796,214.82,Common
2135,Bro,Slick Back Hair,Fur Coat,Normal Eyes,Eye Patch,None,Middle Green,16.92680111,18.31053057,164.05,Common
160,Bro,Purple Bandana,Ken's Jacket,Sus Eyes,None,None,Middle Green,16.92023042,16.97180645,193.34,Common
3371,Bro,Blond Hair,Dutch White Robe,Wtf Eyes,Eye Mask,None,Rose Taupe,16.91803162,20.25290464,145.3,Common
2210,Different Bro,Flat Cap,Gray Shirt,Happy Eyes,None,None,Dark Lavender,16.91757666,15.9523862,190.4,Common
3854,Different Bro,Blond Hair,Fur Coat,Normal Eyes,Flattened,None,Purple Navy,16.91651655,19.09584998,157.15,Common
2196,Different Bro,None,Light Brown Fash Hoodie,Sus Eyes,Eye Patch,None,Middle Green,16.91574952,17.87397111,150.91,Common
4985,Different Bro,Slick Back Hair,Thug Jacket,Normal Eyes,Nerd,None,Dark Lavender,16.91178913,17.93155517,157.75,Common
4129,Different Bro,Afro,Fur Coat,Small Eyes,Eye Patch,None,Purple Navy,16.90324865,20.90504686,136.24,Common
3020,Different Bro,Bucket Hat,Purple Bomber,Sleepy Eyes,None,None,Dark Lavender,16.90092576,17.71597156,184.67,Common
107,Different Bro,Folded Brim,None,Normal Eyes,Eye Patch,None,Purple Navy,16.89844793,15.8665018,176.65,Common
3253,Bro,Blond Hair,Gray Shirt,Sus Eyes,Thug Life Glass,None,Camouflage Green,16.89794244,18.33779861,146.35,Common
1316,Different Bro,Split Hair,White Striped Shirt,No Sleep,Nerd,None,Camouflage Green,16.89694985,20.0752215,137.08,Common
4922,Bro,Bandana,Tank Top,Normal Eyes,Thug Life Glass,None,Middle Green,16.89353703,16.71135118,168.43,Common
4319,Bro,Bandana,Purple Bomber,Sus Eyes,None,None,Rose Taupe,16.88977144,16.87230439,193.31,Common
839,Bro,Bandana,Purple Bomber,Sus Eyes,None,None,Purple Navy,16.88977144,16.87230439,192.98,Common
2502,Different Bro,Blue Cap,None,Small Eyes,Eye Patch,None,Middle Green,16.88747308,17.57712002,156.46,Common
233,Different Bro,Bandana,Gray Shirt,Normal Eyes,None,None,Purple Navy,16.88463457,13.7267294,214.79,Common
2204,Bro,Russian Hat,White Striped Shirt,Normal Eyes,Eye Patch,None,Rose Taupe,16.88091854,18.43096058,162.88,Common
445,Different Bro,None,Black Shirt,No Sleep,None,None,Purple Navy,16.87895604,14.01314453,203.75,Common
4431,Bro,Blonde Hair,None,Small Eyes,Thug Life Glass,None,Dark Lavender,16.87880966,17.22545233,158.92,Common
610,Different Bro,Head Band,Jedi Robe,Normal Eyes,Flattened,None,Rose Taupe,16.87685981,18.93820967,157.54,Common
6042,Robo Bro,Purple Bandana,Light Brown Fash Hoodie,Sus Eyes,Thug Life Glass,None,Middle Green,16.868064,20.3765958,132.94,Common
416,Bro,Arabian Robe,Black Shirt,Wtf Eyes,None,None,Middle Green,16.86488051,15.6382976,201.05,Common
5844,Mummy Bro,Flat Top Hairstyle,Ken's Jacket,Normal Eyes,None,Gas Mask,Russian Green,16.85754849,21.74329998,124.33,Common
1922,Different Bro,Purple Bandana,Jedi Robe,Sleepy Eyes,None,None,Purple Navy,16.85591,17.33297612,187.7,Common
153,Different Bro,Blond Hair,Red Shirt,Normal Eyes,None,None,Dark Lavender,16.85345101,14.91409954,209.06,Common
4577,Bro,None,Winter Soldier,Sus Eyes,Gojo Satoru,None,Rose Taupe,16.84912954,19.03068923,151.84,Common
4281,Different Bro,Old School Helmet,None,Normal Eyes,None,None,Dark Lavender,16.84684564,12.73667221,226.28,Common
2893,Different Bro,Old School Helmet,None,Normal Eyes,None,None,Rose Taupe,16.84684564,12.73667221,228.95,Common
2212,Different Bro,Head Band,Normal Soldier Outfit,Normal Eyes,None,None,Rose Taupe,16.84312516,15.06961712,211.31,Common
830,Bro,Blond Hair,Dutch White Robe,Sus Eyes,Flattened,None,Purple Navy,16.8405143,20.68774108,139.45,Common
6333,Robo Bro,Bandana,Purple Bomber,No Sleep,None,None,Camouflage Green,16.83809433,17.49665499,183.02,Common
676,Different Bro,Sheriff Hat,Coat,Wtf Eyes,None,Low Beard,Camouflage Green,16.83686868,22.21606417,120.85,Common
525,Different Bro,Red Beanie,White Striped Shirt,Normal Eyes,None,None,Purple Navy,16.81678425,15.55700014,210.08,Common
200,Bro,Purple Bandana,Purple Bomber,Normal Eyes,None,None,Camouflage Green,16.81649582,15.30597595,214.46,Common
5702,Mummy Bro,Old Bucket Hat,Thug Jacket,No Sleep,Dbz Glass,None,Purple Navy,16.81004318,21.27190216,132.97,Common
3276,Bro,None,Black Shirt,Wtf Eyes,None,None,Rose Taupe,16.80917751,12.93913404,214.97,Common
760,Different Bro,None,Red Shirt,Sus Eyes,None,None,Camouflage Green,16.80766797,14.75542144,202.01,Common
2826,Different Bro,Old Bucket Hat,Normal Soldier Outfit,Sus Eyes,Nerd,None,Camouflage Green,16.80206183,20.76942367,135.61,Common
6298,Robo Bro,Blonde Hair,Light Brown Fash Hoodie,No Sleep,None,None,Rose Taupe,16.79911425,17.73246792,182.78,Common
148,Different Bro,None,Black Shirt,Wtf Eyes,Nerd,None,Purple Navy,16.79759178,16.55331937,158.02,Common
834,Different Bro,Old School Helmet,White Puffer Jacket,Normal Eyes,None,None,Dark Lavender,16.79735165,15.54802352,207.68,Common
6378,Robo Bro,Chinese Hat,Normal Jacket,No Sleep,None,None,Middle Green,16.78800995,17.20830381,186.38,Common
